HP_Frame.png,54.000000,8.000000,0.000000,220.000000,580.000000,0.000000
VALUE_Player.png,59.000000,4.000000,0.000000,220.000000,580.000000,1.000000
Hp_Mark.png,8.000000,9.000000,0.000000,140.000000,580.000000,0.000000
HP_ShieldMark.png,6.000000,6.000000,1.000000,140.000000,560.000000,0.000000
HP_Shield.png,46.000000,5.000000,1.000000,210.000000,560.000000,0.000000
SPRITE_hud_front.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_front_hurt.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_grimace_low.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_left.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_right.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_smile.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_smirk.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_sad_dirt.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_lef_hurt.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_grimace.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_left_hurt.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_smirk_low.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
des-hud_smile_low.png,28.000000,35.000000,1.000000,50.000000,560.000000,0.000000
hat v2_0.png,28.000000,18.000000,1.000000,50.000000,535.000000,0.000000
berserk-UI_0.png,15.000000,23.000000,1.000000,400.000000,570.000000,0.000000
berserk-UI_1.png,15.000000,23.000000,1.000000,400.000000,570.000000,0.000000
ui-weapons_0.png,48.000000,24.000000,1.000000,750.000000,300.000000,0.000000
ui-weapons_2.png,48.000000,24.000000,1.000000,750.000000,400.000000,0.000000
ui-weapons_1.png,48.000000,24.000000,1.000000,750.000000,350.000000,0.000000
BULLET_NAME1.png,85.000000,15.000000,1.000000,715.000000,525.000000,0.000000
BULLET_COUNT1.png,80.000000,20.000000,1.000000,720.000000,570.000000,0.000000
